Date,Adj Close
2017-12-01,201.06163024902344
2017-12-04,199.48582458496094
2017-12-05,198.6520538330078
2017-12-06,198.99388122558594
2017-12-07,200.3529510498047
2017-12-08,198.54368591308594
2017-12-11,199.51914978027344
2017-12-12,197.2513427734375
2017-12-13,199.3607635498047
2017-12-14,198.5019989013672
2017-12-15,198.43528747558594
2017-12-18,198.7854766845703
2017-12-19,198.76046752929688
2017-12-20,197.53480529785156
2017-12-21,195.75059509277344
2017-12-22,195.70889282226562
2017-12-26,196.30918884277344
2017-12-27,196.93450927734375
2017-12-28,196.5343017578125
2017-12-29,196.24249267578125
2018-01-02,196.46763610839844
2018-01-03,196.45928955078125
2018-01-04,199.0272674560547
2018-01-05,200.57806396484375
2018-01-08,199.92771911621094
2018-01-09,201.17002868652344
2018-01-10,201.0532684326172
2018-01-11,202.02882385253906
2018-01-12,203.8297119140625
2018-01-16,204.05484008789062
2018-01-17,206.86460876464844
2018-01-18,205.03038024902344
2018-01-19,206.92298889160156
2018-01-22,206.18927001953125
2018-01-23,205.36387634277344
2018-01-24,206.51441955566406
2018-01-25,210.40811157226562
2018-01-26,215.6358184814453
2018-01-29,213.4513397216797
2018-01-30,209.72442626953125
2018-01-31,208.8572998046875
2018-02-01,206.7228546142578
2018-02-02,204.41339111328125
2018-02-05,192.96580505371094
2018-02-06,194.79173278808594
2018-02-07,194.42489624023438
2018-02-08,185.83714294433594
2018-02-09,187.77146911621094
2018-02-12,191.08982849121094
2018-02-13,192.89910888671875
2018-02-14,193.43270874023438
2018-02-15,196.98031616210938
2018-02-16,198.48995971679688
2018-02-20,197.14808654785156
2018-02-21,194.7242889404297
2018-02-22,197.92803955078125
2018-02-23,198.7834930419922
2018-02-26,204.75489807128906
2018-02-27,201.93692016601562
2018-02-28,197.51705932617188
2018-03-01,194.019775390625
2018-03-02,193.2062530517578
2018-03-05,195.25262451171875
2018-03-06,195.96554565429688
2018-03-07,197.56744384765625
2018-03-08,198.21316528320312
2018-03-09,202.41497802734375
2018-03-12,201.11500549316406
2018-03-13,199.24476623535156
2018-03-14,196.4938507080078
2018-03-15,197.81900024414062
2018-03-16,198.9512176513672
2018-03-19,194.20428466796875
2018-03-20,194.9507293701172
2018-03-21,196.3680877685547
2018-03-22,187.16781616210938
2018-03-23,180.6177520751953
2018-03-26,184.71044921875
2018-03-27,181.04542541503906
2018-03-28,181.6073760986328
2018-03-29,184.10662841796875
2018-04-02,178.31971740722656
2018-04-03,181.4312286376953
2018-04-04,182.46279907226562
2018-04-05,183.39373779296875
2018-04-06,178.0094451904297
2018-04-09,178.47906494140625
2018-04-10,181.9763641357422
2018-04-11,179.75390625
2018-04-12,181.50669860839844
2018-04-13,180.7519073486328
2018-04-16,182.58023071289062
2018-04-17,184.5846405029297
2018-04-18,184.10662841796875
2018-04-19,183.54473876953125
2018-04-20,182.62216186523438
2018-04-23,181.0538330078125
2018-04-24,168.68333435058594
2018-04-25,166.7627716064453
2018-04-26,165.2950897216797
2018-04-27,164.48153686523438
2018-04-30,163.03062438964844
2018-05-01,163.5590057373047
2018-05-02,163.1229248046875
2018-05-03,164.11253356933594
2018-05-04,167.1988983154297
2018-05-07,167.95367431640625
2018-05-08,169.1949462890625
2018-05-09,170.60386657714844
2018-05-10,171.9541473388672
2018-05-11,172.06320190429688
2018-05-14,172.56640625
2018-05-15,169.7568359375
2018-05-16,167.91177368164062
2018-05-17,169.18682861328125
2018-05-18,168.00462341308594
2018-05-21,170.36895751953125
2018-05-22,168.01312255859375
2018-05-23,167.7597198486328
2018-05-24,168.38461303710938
2018-05-25,168.063720703125
2018-05-29,165.2855987548828
2018-05-30,167.76815795898438
2018-05-31,166.54380798339844
2018-06-01,168.53659057617188
2018-06-04,169.77789306640625
2018-06-05,169.89610290527344
2018-06-06,172.14227294921875
2018-06-07,173.16397094726562
2018-06-08,174.447509765625
2018-06-11,173.2061767578125
2018-06-12,173.0373077392578
2018-06-13,173.0120086669922
2018-06-14,171.9480438232422
2018-06-15,173.07955932617188
2018-06-18,172.40403747558594
2018-06-19,168.36773681640625
2018-06-20,167.2615509033203
2018-06-21,165.099853515625
2018-06-22,165.92735290527344
2018-06-25,165.33628845214844
2018-06-26,165.9949188232422
2018-06-27,164.59320068359375
2018-06-28,165.47982788085938
2018-06-29,166.11314392089844
2018-07-02,165.099853515625
2018-07-03,165.36163330078125
2018-07-05,166.6366729736328
2018-07-06,166.73802185058594
2018-07-09,169.3303680419922
2018-07-10,170.13250732421875
2018-07-11,166.9237518310547
2018-07-12,168.30862426757812
2018-07-13,169.8792266845703
2018-07-16,169.8201446533203
2018-07-17,170.63075256347656
2018-07-18,170.74049377441406
2018-07-19,170.23387145996094
2018-07-20,170.52940368652344
2018-07-23,167.90330505371094
2018-07-24,169.45701599121094
2018-07-25,172.58135986328125
2018-07-26,175.60440063476562
2018-07-27,175.14834594726562
2018-07-30,173.2061767578125
2018-07-31,179.28599548339844
2018-08-01,174.8359375
2018-08-02,173.55245971679688
2018-08-03,175.03863525390625
2018-08-06,174.5404052734375
2018-08-07,176.1194610595703
2018-08-08,174.9119415283203
2018-08-09,172.9191131591797
2018-08-10,170.537841796875
2018-08-13,168.74771118164062
2018-08-14,169.3219451904297
2018-08-15,170.05653381347656
2018-08-16,171.54275512695312
2018-08-17,172.91067504882812
2018-08-20,172.76710510253906
2018-08-21,173.68756103515625
2018-08-22,172.4800262451172
2018-08-23,172.35250854492188
2018-08-24,174.51170349121094
2018-08-27,177.09593200683594
2018-08-28,178.03099060058594
2018-08-29,178.90655517578125
2018-08-30,178.7025909423828
2018-08-31,179.297607421875
2018-09-04,177.32545471191406
2018-09-05,180.07115173339844
2018-09-06,180.8447265625
