Date,Adj Close
2017-12-01,115.00772857666016
2017-12-04,116.27105712890625
2017-12-05,115.44615173339844
2017-12-06,114.51722717285156
2017-12-07,114.12338256835938
2017-12-08,115.04489135742188
2017-12-11,115.49076843261719
2017-12-12,116.47911834716797
2017-12-13,114.37606811523438
2017-12-14,114.44294738769531
2017-12-15,113.32825469970703
2017-12-18,113.94503784179688
2017-12-19,113.8707275390625
2017-12-20,113.66264343261719
2017-12-21,112.58511352539062
2017-12-22,113.32825469970703
2017-12-26,113.57347106933594
2017-12-27,113.7964096069336
2017-12-28,114.47266387939453
2017-12-29,114.01190948486328
2018-01-02,114.62869262695312
2018-01-03,117.77960968017578
2018-01-04,120.16507720947266
2018-01-05,120.75214385986328
2018-01-08,121.48043060302734
2018-01-09,121.74797058105469
2018-01-10,122.00807189941406
2018-01-11,122.02294921875
2018-01-12,121.23519134521484
2018-01-16,121.7628402709961
2018-01-17,125.32989501953125
2018-01-18,125.67915344238281
2018-01-19,120.6629867553711
2018-01-22,120.83389282226562
2018-01-23,123.5463638305664
2018-01-24,122.89238739013672
2018-01-25,122.96668243408203
2018-01-26,124.35633850097656
2018-01-29,123.9550552368164
2018-01-30,121.59188842773438
2018-01-31,121.6513442993164
2018-02-01,120.6852798461914
2018-02-02,118.18091583251953
2018-02-05,113.35050964355469
2018-02-06,115.43875122070312
2018-02-07,114.33148193359375
2018-02-08,110.75930786132812
2018-02-09,112.20020294189453
2018-02-12,113.61852264404297
2018-02-13,113.1307601928711
2018-02-14,116.14006805419922
2018-02-15,117.07814025878906
2018-02-16,117.20570373535156
2018-02-20,116.44023132324219
2018-02-21,115.53970336914062
2018-02-22,114.95436096191406
2018-02-23,116.71041107177734
2018-02-26,119.00679779052734
2018-02-27,117.48336029052734
2018-02-28,116.94300842285156
2018-03-01,115.4271469116211
2018-03-02,115.9374008178711
2018-03-05,117.78353118896484
2018-03-06,116.86051177978516
2018-03-07,118.81168365478516
2018-03-08,117.22821807861328
2018-03-09,119.55462646484375
2018-03-12,120.26754760742188
2018-03-13,119.5621337890625
2018-03-14,118.66158294677734
2018-03-15,119.77973937988281
2018-03-16,120.26754760742188
2018-03-19,118.08374786376953
2018-03-20,117.22067260742188
2018-03-21,117.58843994140625
2018-03-22,114.1363525390625
2018-03-23,111.73490905761719
2018-03-26,115.0969467163086
2018-03-27,114.00128936767578
2018-03-28,114.45904541015625
2018-03-29,115.1419677734375
2018-04-02,112.62042999267578
2018-04-03,112.45533752441406
2018-04-04,115.65977478027344
2018-04-05,115.59223937988281
2018-04-06,112.99566650390625
2018-04-09,114.58665466308594
2018-04-10,116.61283874511719
2018-04-11,116.59030151367188
2018-04-12,118.62405395507812
2018-04-13,117.60343933105469
2018-04-16,118.48896789550781
2018-04-17,120.75532531738281
2018-04-18,111.65985870361328
2018-04-19,110.84185791015625
2018-04-20,108.74058532714844
2018-04-23,109.4610366821289
2018-04-24,109.23590087890625
2018-04-25,109.52107238769531
2018-04-26,110.10641479492188
2018-04-27,109.9262924194336
2018-04-30,108.7856216430664
2018-05-01,108.81562042236328
2018-05-02,106.90199279785156
2018-05-03,106.5567855834961
2018-05-04,107.99764251708984
2018-05-07,107.47982025146484
2018-05-08,107.31475067138672
2018-05-09,108.2100830078125
2018-05-10,109.44691467285156
2018-05-11,109.37103271484375
2018-05-14,109.49242401123047
2018-05-15,109.0675048828125
2018-05-16,109.74282836914062
2018-05-17,109.64421081542969
2018-05-18,109.32550048828125
2018-05-21,110.39539337158203
